id_survey,date_of_survey,ticket_system,overall_rating,ease_of_use,likelihood_to_recommend,overall_text,fill_survey,customer_satisfaction,is_satisfied,nps_category,vader_sentiment,transformer_sentiment
T_01219,2024-10-12,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03044,2024-11-25,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00501,2024-09-19,Zendesk,4.0,5.0,9.0,This is the best ticket management software and It makes life easier to be able to share information or data. Simple and beautiful. User Friendly.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00786,2024-09-30,Zendesk,5.0,5.0,7.0,Pros:Alleviates pressure from our staff and helps us focus on critical issues,Responded,Satisfied,1.0,Passive,Negative,Positive
T_01608,2024-10-24,Freshdesk,5.0,4.0,10.0,"Pros:Freshdesk in its basic plan is free to use. Yet it offers many things to do and features, that are more than sufficient for small and most medium sized businesses. Paid plans are fairly priced and offer a lot of flexibility. Like the daypass option, which allows to give access to an additional agent for just a single days. This is way cheaper, than upgrading the plan to support another agent, which might not even be needed every day.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04507,2024-12-23,ServiceNow,3.0,1.0,3.0,Pros:How easy it is to split tasks among other team members when your department may not be the core department.,Responded,Not Satisfied,0.0,Detractor,Positive,Positive
T_00798,2024-10-01,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03865,2024-12-11,Zendesk,4.0,4.0,7.0,"Pros:Easiness to implement and use, onboarding teams with it it's very simple and it saves a lot of cost by not spending so much time in this point of any customer service training.",Responded,Satisfied,1.0,Passive,Neutral,Positive
T_03336,2024-12-02,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02710,2024-11-18,Jira Service Management,5.0,5.0,8.0,Overall good experience.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01818,2024-10-29,Zendesk,5.0,5.0,9.0,"Pros:This is fantastic CRM tool for little size companies, it enables us to keep worldwide inquires efficient in a prompt way. We have the ability to minimize the spam and to improve our procedures",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04831,2024-12-29,Jira Service Management,4.0,2.0,5.0,"Jira is developing great and although it gives a lot of options and its use, at a certain level, requires experience, in my opinion, it is probably the best system I have worked on.",Responded,Satisfied,1.0,Detractor,Positive,Positive
T_00887,2024-10-03,Zendesk,4.0,5.0,8.0,"Easy, light touch and a simple solution that has transformed my customer services team",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00440,2024-09-17,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02830,2024-11-21,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01717,2024-10-27,Zoho Desk,5.0,4.0,8.0,Pros:This is highly adaptable to existing processes and software. It serves as a unification/end point for multiple alerts and tickets so we can check them all from one place. The automation in replying or routing a ticket is a big time saver as well.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_04734,2024-12-28,Zoho Desk,5.0,5.0,10.0,using the application has helped us to look more professional in reporting basedon statistics generated,Responded,Satisfied,1.0,Promoter,Neutral,Positive
T_01659,2024-10-25,Zendesk,5.0,4.0,10.0,"Pros:ZD makes tracking tickets, completing reports, and seeing real-time activity easy. We use it for both phone and ticket support. Easy to integrate other software like Jira into it.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01535,2024-10-22,Freshdesk,5.0,5.0,9.0,Overall the experience with Freshdesk has been very positive and we will continue using it to for the foreseeable future.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03944,2024-12-12,Zendesk,5.0,5.0,10.0,"Overall, Zendesk Chat does as you'd expect. The macros are wonderful.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00934,2024-10-05,Zoho Desk,5.0,4.0,9.0,"Pros:i love this app, it's helping our group (of 5 companies) to support our costumers using all canals web, phone and more",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04899,2024-12-30,otrs,,,,,Not Responded,Not Satisfied,,,,
T_01241,2024-10-13,Zendesk,5.0,5.0,10.0,"Pros:Zendesk is easy to use, user-friendly and intuitive. It is really easy to manage conversations with customers, work with other teams and manage own workload.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03127,2024-11-28,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02777,2024-11-20,Zoho Desk,5.0,5.0,9.0,Unfailingly courteous even when dealing with a difficult person or situation.,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_04786,2024-12-29,Zoho Desk,5.0,5.0,9.0,"Pros:My favourite parts of Zoho include the automation feature, the integration features and the account management tools. The automation tools allow fast and easy control of your tickets meaning they can be sectioned into the appropriate areas and distributed to the correct departments within your organisation.The integration features allow you to seamlessly sync between your CRM system and Helpdesk meaning de-duplication of your administration and quick connectivity between the two. Zoho Desk also integrates with your email platform meaning your helpdesk engineers can all see what is happening with tickets on a live basis which can be very powerful when engineers are on the move.The final tool is the account management, very briefly it allows you to see current/previous activity with a client to spot on-going issues or potential problems before they occur.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01236,2024-10-13,Freshdesk,5.0,5.0,9.0,"Increment the proficiency of the companies help desks, automating their processes and bringing more feedback from the customer through the different and configurable communication channels.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00481,2024-09-18,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04512,2024-12-24,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03684,2024-12-08,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03437,2024-12-04,Zoho Desk,4.0,3.0,4.0,Pros:The ticketing system is simple to use and helps our team stay organized and responsive.,Responded,Satisfied,1.0,Detractor,Positive,Positive
T_03083,2024-11-26,otrs,3.0,3.0,6.0,Pros:The fact that OTRS is open source and free was a big draw. It was not terribly difficult to configure.,Responded,Not Satisfied,0.0,Detractor,Positive,Positive
T_02513,2024-11-14,Zendesk,4.0,5.0,8.0,Pros:Very easy to understand and a great tool for quick and simple customer resolutions and troubleshooting.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01399,2024-10-17,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04444,2024-12-22,Freshdesk,4.0,5.0,8.0,If I am impressed with the non-customized option then I am sure I would be very happy with the customized one too. Only that I need to get it sooner for better handling and data extraction.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01031,2024-10-07,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_00044,2024-09-02,Zendesk,5.0,5.0,9.0,"This tool allows you to focus more on your customers, have them closer and the attention they receive makes them happy. Having your customers happy means that your company is going in the right direction. Without a doubt a very complete and efficient tool.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04754,2024-12-28,Freshdesk,4.0,4.0,9.0,"We are not a call center, we are using this for internal emails, to monitor the volume of emails and the type of requests from internal customers.This tool is working perfect for that.This also solves the issue of coverage when co-workers are out unexpected.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01744,2024-10-27,Zendesk,4.0,3.0,6.0,"Pros:Zendesk is powerful in that it offers a ton of analytics and automations, and if you are a larger organization, it is definitely a more sophisticated product.",Responded,Satisfied,1.0,Detractor,Positive,Positive
T_00209,2024-09-08,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00990,2024-10-06,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04696,2024-12-27,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04704,2024-12-27,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02784,2024-11-20,Zoho Desk,5.0,4.0,10.0,"I uploaded and imported our contacts on a cloud. Also, I started a DIGITAL Marketing Business and got four contracts within the free trial. On the other hand, I'm thinking to become a ZOHO Dealer or the Arab world marketer to make ZOHO familiar in the region.",Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_04550,2024-12-24,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02288,2024-11-10,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02247,2024-11-09,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_04889,2024-12-30,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_03395,2024-12-03,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_04871,2024-12-30,Zendesk,4.0,4.0,8.0,Zendesk makes our support team more efficient and organized. It also creates accountability in this department. This accountability enables me to have insight into the work my team is doing as well as provide detailed reports to our customers as needed.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01032,2024-10-07,Jira Service Management,5.0,4.0,10.0,"We decided to use JIRA Service Management because of the problems we had with similar software, but we found that this software integrates very well with different CRMs and you can be very productive in a short time, it has good tracking options and you can solve problems on time.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02586,2024-11-16,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00796,2024-10-01,Zoho Desk,4.0,4.0,8.0,"Overall Zoho Desk serves the purpose of its making and also is more cost-effective than its rivals, so a go-ahead for this software from me.",Responded,Satisfied,1.0,Passive,Neutral,Positive
T_03742,2024-12-09,Zendesk,5.0,3.0,8.0,"Zendesk is a unique customer service provider to build strong relationships with clients and customers more than solving problems; it connects companies with their customers getting help on time with efficiency and accountability. Zendesk's features are numerous and mainly diverse for they range from voicecalls and social messaging to ticketing system and data analytics. Zendesk exceptional vision made it popular worldwide that you find it almost various platforms such as uber, instacart, stripe, slack and many others.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04623,2024-12-26,Zoho Desk,4.0,3.0,7.0,"Pros:Admin system is solid, but not the easiest to learn. Great features once you get it",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03096,2024-11-27,Zoho Desk,5.0,5.0,8.0,Pros:Zoho Desk is very well suited for supporting our customers which are coming from multiple countries accross Europe. This is a real good companion,Responded,Satisfied,1.0,Passive,Positive,Positive
T_04112,2024-12-15,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02169,2024-11-07,Jira Service Management,3.0,4.0,8.0,"Pros:Works seamless with other Atlassian products such as JiraEasy to use and setup, yet full of customization",Responded,Not Satisfied,0.0,Passive,Neutral,Positive
T_02695,2024-11-18,Zendesk,4.0,3.0,8.0,My overall experience is good. We get to learn new things daily while using a tool like this. Customers also liked the options they had at their hand. Its interactive and easy to use,Responded,Satisfied,1.0,Passive,Positive,Positive
T_04440,2024-12-22,Freshdesk,5.0,5.0,10.0,really helpful and thanks for the support us,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01530,2024-10-22,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00164,2024-09-07,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00042,2024-09-02,Zendesk,5.0,5.0,10.0,"Overall, Zendesk Suite is a top-notch platform for customer service. We can manage consumer relations fast and effectively thanks to its simplicity of use and breadth of functionality. Using Zendesk as our primary tool software was the most amazing experience I've ever had. Because of zendesk, the workload was 1000 times simpler and lighter.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00646,2024-09-25,Zoho Desk,4.0,4.0,8.0,"Pros:It's ability to meet the needs of our growing organization and streamline tracking of issues, support and service",Responded,Satisfied,1.0,Passive,Positive,Positive
T_01212,2024-10-12,Zendesk,4.0,5.0,9.0,"Zendesk has allowed our support team to scale their productivity exponentially and also given us visibility on a multitude of metrics we hadn't previously considered (employee productivity, clients with frequent issues, what issues are frequently reported, etc.) that have changed and really amplified what we offer and how we offer it. Very happy.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01713,2024-10-26,otrs,,,,,Not Responded,Not Satisfied,,,,
T_00607,2024-09-23,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01224,2024-10-12,Jira Service Management,3.0,3.0,8.0,I'm working in scrum team. But I'm a part of big it organization. Jira helps us to reflect complexity of our organization and help to collaborate and to track work to be done and done already. It have many reporting options. But for me there is a little bit too much of options that I'm not using - features overkill which only contaminate usability. If you could decide how to clean a view it would be great. But as I said in title - although it's not dream software in absence of better it serves well.,Responded,Not Satisfied,0.0,Passive,Positive,Neutral
T_03348,2024-12-02,Zendesk,,,,,Not Responded,Not Satisfied,,,,
